scene_order	scene_id	phase	scene_title	record_order	id	english
16	advancing_desert	main_story	The desert advances toward Ilpa	3	195:$7136	Ateka: Ah...!<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	4	195:$7144	Koppa: She may have gone to call someone...<page><box>Koppa: We can't stay here, <name>.<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	5	195:$7174	Ateka: I knew it.<page><box>Ateka: The evil aura got to you.<page><box>Ateka: It's especially strong inside the Magic Castle...<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	6	195:$71AA	Ateka: I'm almost finished, so hold still.<page><box><delay:3C>Koppa: ...That's better.<page><br>I knew you didn't seem like a bad person.<page><box><delay:1E>Ateka: What?<page><box><delay:1E>
16	advancing_desert	main_story	The desert advances toward Ilpa	7	195:$7202	Koppa: All kinds of rumors are going around Ilpa, but they can't be true.<page><box>Koppa: You helped us escape before too...<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	8	195:$724F	Ateka: Drink this Herb and you'll be all right.<page><box>Ateka: You should be able to move again soon.<page><br>And one more thing...<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	9	195:$7297	Ateka: As soon as you can move, get out of here.<page><box>Ateka: This place is extremely dangerous...<page><br>Please.<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	10	195:$72DC	Koppa: Ah, wait...
16	advancing_desert	main_story	The desert advances toward Ilpa	11	195:$72EA	<box>
16	advancing_desert	main_story	The desert advances toward Ilpa	12	195:$72EC	Koppa: Right... We can't turn back now.<page><box>Koppa: We have to get that statue back somehow.<page><box>
16	advancing_desert	main_story	The desert advances toward Ilpa	13	195:$731F	Koppa: ...Yeah. I'm okay.<page><br>I can walk again. Let's go.<page><box>
17	statue_pursuit	main_story	Pursuit of the Evil God Statue	1	195:$7351	Koppa: <name>!<br>Isn't that it over there?<page><box>
17	statue_pursuit	main_story	Pursuit of the Evil God Statue	2	195:$7373	Koppa: There's no mistake.<page><box>Koppa: That's the statue the hooded man called the Evil God Statue!<page><box>
17	statue_pursuit	main_story	Pursuit of the Evil God Statue	3	195:$73A6	Koppa: Whoa!
17	statue_pursuit	main_story	Pursuit of the Evil God Statue	4	195:$73B0	Zagan: I assume you mean me by 'hooded man.' Heh heh.<page><box>
17	statue_pursuit	main_story	Pursuit of the Evil God Statue	5	195:$73CF	Zagan: You are the ones from before...<page><box><delay:1E>Zagan: I see. You came to reclaim the Evil God Statue.<page><box>
17	statue_pursuit	main_story	Pursuit of the Evil God Statue	6	195:$740E	Zagan: Oh? You look ready to defeat me if that's what it takes to get it back.<page><box><delay:3C>Zagan: Very well. I'll face you. But heh heh...<page><br>'Hooded man,' you say.<page><box>Zagan: Do you truly believe this pathetic form is my real appearance?!<page><box>Zagan: Behold!<br>My true form!!<br>Wah ha ha ha!!<page><box>
18	zagan_retry	main_story_branch	Zagan rematch taunt	1	195:$74CA	Zagan: Back again? You never learn. Heh heh.<page><box>Zagan: No matter how many times you try, the result will be the same.<page><box>
18	zagan_retry	main_story_branch	Zagan rematch taunt	2	195:$74FB	Zagan: I'll crush you so badly you'll never come back again!!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	1	195:$7558	Zagan: Grrr...<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	2	195:$7567	Koppa: Hey! Don't you die on us yet!<page><box><delay:1E>Koppa: We have a lot of questions for you!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	3	195:$75A5	Koppa: What exactly is the Evil God Statue?!<page><box><delay:1E>Koppa: What are you planning to do with it...?<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	4	195:$75E4	Koppa: Whoa!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	5	195:$75F0	Zagan: Guh...<page><br>M-My Lord... Why?<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	6	195:$760F	Zagan: ...My... Lord...<br>Damn you... Curas...<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	7	195:$7632	Zagan: Graaagh!!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	8	195:$7641	???: He was not very useful after all.<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	9	195:$765D	Lord: Take my advice.<br>Return the Evil God Statue, and I will let you go.<page><box><delay:1E>
19	zagan_confrontation	main_story	Zagan confrontation	10	195:$768E	Koppa: Like heck we'll return it!<page><box><delay:1E>Lord: Then I have no choice...<page><box><delay:1E>
19	zagan_confrontation	main_story	Zagan confrontation	11	195:$76BB	Koppa: <name:00>-<name>!!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	12	195:$76CA	Lord: Do you think I am no stronger than Zagan?!<page><box>Koppa: <name>!!<br>A-Are you okay?<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	13	195:$76FD	Koppa: ...!<page><box>Koppa: Come on, move!<br>Please!!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	14	195:$771E	Koppa: D-Damn it!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	15	195:$772D	Koppa: Aaaagh!!<page><box><delay:1E>Lord: Ha ha... You fool!<page><box>Lord: You would not have been hurt if you had simply handed it over...<page><box><delay:1E>
19	zagan_confrontation	main_story	Zagan confrontation	16	195:$776D	Koppa: Ugh...<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	17	195:$777B	Ateka: Ah...<page><box><delay:1E>
19	zagan_confrontation	main_story	Zagan confrontation	18	195:$778A	Koppa: You...!<page><box><delay:1E>Koppa: P-Please... Give that statue to me...<page><box><delay:1E>
19	zagan_confrontation	main_story	Zagan confrontation	19	195:$77BA	Koppa: Wh-Why?!<page><box>Koppa: Please...<page><box>Koppa: If we don't take it back, the town will be buried by the desert...<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	20	195:$77FE	Koppa: No...<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	21	195:$780C	Lord: Ha ha ha ha ha!!<br>Well done, Princess.<page><br>That is my daughter.<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	22	195:$7838	Koppa: <name:00>-<name>!<page><box><delay:1E>
19	zagan_confrontation	main_story	Zagan confrontation	23	195:$7848	Lord: Heh heh... You came all this way to receive the final blow.<page><box>Lord: So be it...<page><box>Lord: This young man's soul shall also become blood for my Evil God!!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	24	195:$78A1	BOOOOM!!
19	zagan_confrontation	main_story	Zagan confrontation	25	195:$78B1	Lord: Gah!<br>My...<page><box>Lord: My eyes! I cannot see!!<page><box>Lord: What did you do?!<page><box>
19	zagan_confrontation	main_story	Zagan confrontation	26	195:$78D9	Koppa: Oryu?!<br>Why are you here?!
19	zagan_confrontation	main_story	Zagan confrontation	27	195:$78FA	Oryu: We can talk later!!
20	zagan_recovery	main_story	Recovery after Zagan	1	196:$4026	Sachi: Oh...<page> You're awake.<page><br>Are you okay?<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	2	196:$4042	Sachi: Thank goodness...<br>I was afraid of what might happen.<page><box>Sachi: You were asleep for three days.<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	3	196:$4074	Pekeji: Sachi, I bought the Herb.<br>Is this the right one...?<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	4	196:$409A	Pekeji: Ah! B-Bro!!<page><br>You're awake!<br>Waaaaah!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	5	196:$40CB	Pekeji: I'm so glad!!<br>I was sure you were going to die...<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	6	196:$40FC	Sachi: Idiot!! Don't hug him all of a sudden!!<page><box>Sachi: He only just woke up!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	7	196:$412F	Pekeji: Huh?<page><box>Pekeji: Whoa!! S-Sorry!!<br>Are you okay?<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	8	196:$415B	Pekeji: Aah!! Bro!!<br>Say something!!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	9	196:$4182	Pekeji: Bro! Bro!!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	10	196:$4197	Pekeji: Waaaah!!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	11	196:$41A8	Pekeji: Waaaah!!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	12	196:$41B9	Pekeji: Y-You're awake?<br>Thank goodness...<page> Sorry, Bro.<br>Are you okay?<page><box>Pekeji: I was really shocked when Oryu carried all of you in here.<page><box>Pekeji: Huh? Oryu?<page><box>Pekeji: She said, 'I'll leave the rest to you,' then took off somewhere...<page><box>Pekeji: Anyway, I'm just glad you're feeling better, Bro.<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	13	196:$4282	Sachi: Now there's this girl...<page><box><delay:1E>Sachi: She still hasn't regained consciousness.<page><box>Sachi: How did she end up in such terrible condition...?<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	14	196:$42C2	Sachi: Where's the Herb?<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	15	196:$42D1	Pekeji: Oh! That's right!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	16	196:$42E3	Pekeji: Here it is!<page><box><delay:1E>Sachi: ...<page><box>Sachi: What am I supposed to do with Poison Grass?!<page><box>Sachi: Go get the right one!<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	17	196:$431C	<delay:1E>Pekeji: Yikes!!
20	zagan_recovery	main_story	Recovery after Zagan	18	196:$432D	Koppa: Ugh...<page><box>
20	zagan_recovery	main_story	Recovery after Zagan	19	196:$433B	Sachi: Are you okay?<page><box>Sachi: Are you in pain?<page><box><delay:3C>Koppa: ...Hurry... We have to get the Evil God Statue back at once...<page><box>Koppa: We have to... defeat the Lord...<page><box><delay:1E>Sachi: Don't move now.<br>You have to lie still.<page><box><delay:3C>Koppa: Ugh...<page><box><delay:5A>Sachi: Poor thing...<page><box>
21	desert_status_report	main_story	Desert status report	1	196:$43CB	Goto: How does the desert look?<page><box>
21	desert_status_report	main_story	Desert status report	2	196:$43E0	Wanda: Bad.<br>It's definitely spreading.<page><box><delay:1E>Goto: Hmm...<br>This could be serious.<page><box>
22	ilpa_crisis	main_story	Ilpa crisis dialogue	1	196:$4424	Amokachi: Will this town eventually be swallowed by the desert too...?<page><box>
22	ilpa_crisis	main_story	Ilpa crisis dialogue	2	196:$444D	Mekerere: What do we do?<br>Should we move away?<page><box><delay:1E>Shizu: There's nowhere to<br>run.<page><box>
22	ilpa_crisis	main_story	Ilpa crisis dialogue	3	196:$4482	Nuwanko: How did things ever get this bad?!<page><box><delay:1E>Rai: It must be the Lord...<page><box>
22	ilpa_crisis	main_story	Ilpa crisis dialogue	4	196:$44B8	Shizu: No, it's that Princess.<page><br>Princess Ateka must be behind this.<page><box>Shizu: I heard something<br>once.<page><box>Shizu: The Lord's sacred blood has been passed down for generations.<page><box>Shizu: Sometimes someone with a mysterious power was born into the bloodline.<page><box>Shizu: Long ago, one of them apparently used that power for evil.<page><box>Shizu: They used their strange power to summon darkness.<page><box>Shizu: They turned the castle into a den of monsters.<page><box>Shizu: So I'm sure that's what's happening now.<page><box><delay:1E>Nuwanko: What are you<br>saying?<page><box>Nuwanko: If we do something about Princess Ateka, Ilpa will return to normal?<page><box>
22	ilpa_crisis	main_story	Ilpa crisis dialogue	5	196:$45F2	Amokachi: You say 'do something,' but what<br>exactly?<page><box>Amokachi: Are we going to the Magic Castle?<page><box>Amokachi: Count me out.<br>That place is dangerous.<page><box>
22	ilpa_crisis	main_story	Ilpa crisis dialogue	6	196:$463E	Mekerere: Me too...<page> No thanks.<page><box><delay:1E>Nuwanko: What do we do...?<page><box><delay:1E>Rai: ...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	1	196:$468A	Oryu: Everything is...
23	oryu_revelation	main_story	Oryu reveals the castle plot	2	196:$4697	Oryu: Everything is about to begin...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	3	196:$46AB	Oryu: If this continues, something even worse will happen...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	4	196:$46D2	Oryu: You heard the townspeople, didn't you?<page><box>Oryu: They think Princess Ateka is the cause...<page><box>Oryu: They said the town will return to normal if someone deals with her...<page><box>Oryu: I don't think they're wrong.<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	5	196:$4742	Oryu: Princess Ateka is the key to everything...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	6	196:$4761	Oryu: Time is running out.<page><br>I can't explain everything right now...<page><box>Oryu: <name>...<page><box>Oryu: Please.<page><br>Will you help me?<page><box>Oryu: I want to rescue the Princess...<page><box>Oryu: To save that girl from the Magic Castle.<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	7	196:$47D6	Oryu: It's true the Lord and Princess Ateka caused all of this.<page><box>Oryu: Even the Evil God Statue is there because she gave it to the Lord...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	8	196:$482E	Oryu: But please.<page><br>Believe in her...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	9	196:$4851	Oryu: Well...<page><br>I have to go...<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	10	196:$486B	Lord: On the night of the next full moon, we will finally perform the ritual.<page><box>Lord: It will take place in the Castle Keep!<page><box>Lord: Make certain no one interferes during the ritual!<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	11	196:$48E4	Lord: Heh heh... The time has finally come.<page><box>Lord: The time of resurrection is upon us...<page><box>Lord: Princess.<page><br>You understand your role in the ritual, do you not?<page><box><delay:1E>Ateka: ...<page><box>Lord: Heh heh... I know you are waiting for that moment<br>too...<page><box>Lord: But will your plan succeed?<page><box><delay:1E>Ateka: ...<page><box>Lord: Heh heh... My life is also at stake in this ritual.<br>Do your part well.<page><box>
23	oryu_revelation	main_story	Oryu reveals the castle plot	12	196:$49D7	Lord: Ha ha ha ha ha ha!!<page>
24	pekeji_returns	main_story	Pekeji returns	1	196:$4A00	Pekeji: Brooo!!
24	pekeji_returns	main_story	Pekeji returns	2	196:$4A10	Pekeji: Pant, pant, pant...<page><br>Going alone without telling me? That's cold, Bro...<page><box>
24	pekeji_returns	main_story	Pekeji returns	3	196:$4A40	Pekeji: I'm coming too, Bro.<page><br>My injuries are all better now.<page><box>Pekeji: Besides, I can't forgive them!<page><box>Pekeji: Not after what they did to Koppa!<page><box>Pekeji: That's why I'm<br>coming!<page><box>
24	pekeji_returns	main_story	Pekeji returns	4	196:$4AA0	Pekeji: Come on! Let's quit wasting time and go, Bro!<page><box>
